source_task,family,work_type,criterion_id,criterion_title,reference_fragment,source_files,compiler_discrimination,review_status,review_notes
contracts/commercial-vendor-customer/vendor-services-agreement-first-draft/scenario-04,contracts,contracting,C-061,"Termination for convenience: Cascade only, Phase 2, 180 days' notice",180 days,engagement-instructions-email.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-draft/scenario-04,contracts,contracting,C-070,Exhibit A: SOW-1 (CareLink Platform Build),Exhibit A | Statement of Work — SOW-1,approved-subcontractors-list.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-draft/scenario-04,contracts,contracting,C-075,Exhibit F: Insurance Certificates,Exhibit F | Insurance Certificates,cascade-risk-and-compliance-requirements.docx | engagement-instructions-email.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-draft/scenario-04,contracts,contracting,C-082,Subcontracting: prior written approval required; AWS and Ironpeak pre-approved,Exhibit G,approved-subcontractors-list.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-draft/scenario-05,contracts,contracting,C-007,Party names used consistently throughout,[Vendor Name],helios-standard-vendor-agreement-template.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-draft/scenario-05,contracts,contracting,C-017,"Migration fee split into two $487,500 milestone payments","$487,500 | 50%",deal-terms-summary.xlsx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-draft/scenario-05,contracts,contracting,C-067,Transition assistance rate cap: $275/hour,$275,deal-terms-summary.xlsx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-01,contracts,contracting,C-005,Counterparty's $850/hour rate rejected,$850,derek-ng-internal-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-01,contracts,contracting,C-020,Hospital credentialing-office disclosure requirement reinstated,§ 1001.952(d),anti-kickback-safe-harbor-reference.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-01,contracts,contracting,C-027,Broad clinical data carve-out rejected,s broad carve-out for,derek-ng-internal-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-01,contracts,contracting,C-051,"Effective date stated as August 1, 2025","August 1, 2025",derek-ng-internal-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-02,contracts,contracting,C-027,Counter-propose Key Personnel notice at 30-day with consent or 15-day fallback with replacement right,Key Personnel,crestline-first-markup-tsa.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-03,contracts,contracting,C-011,Super-cap replaces per-incident sub-cap for data-breach claims,§ 11,exhibit-c-data-security-requirements-v1.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-03,contracts,contracting,C-026,Chronic-failure trigger: 99.5% over rolling 4-month window,99.5%,calloway-to-obera-review-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-03,contracts,contracting,C-033,Accept ISO 27001 substitution conditionally with bridge letter,Type II,calloway-to-obera-review-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-03,contracts,contracting,C-068,Third-party assessor reference: Kessler & Voss or mutually acceptable,Kessler & Voss Cyber Consulting,calloway-to-obera-review-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-first-turn-redline/scenario-04,contracts,contracting,C003,Rejection of reduced professional liability insurance limits,"$1,000,000 | $3,000,000 | $500,000 | $1,500,000",board-resolution.docx | coventry-initial-draft-provider-agreement.docx | pinnacle-first-markup-provider-agreement.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-01,contracts,contracting,C-030,Yee vs. Wellerton FMV distinction articulated,$750 | $40,congress-speaker-logistics-timeline.xlsx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-01,contracts,contracting,C-033,AKS statute citation and penalties noted,Anti-Kickback Statute | False Claims Act,congress-speaker-logistics-timeline.xlsx | escalation-memo-esc-2024-031-yee.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-01,contracts,contracting,C-039,July 18 satellite symposium date and July 7 speaker logistics deadline,"July 18, 2025 | July 7, 2025",congress-speaker-logistics-timeline.xlsx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-02,contracts,contracting,C-016,Term 1 classified as Tier 3 (Medium),MHS Risk Classification Framework,mhs-provider-agreement-policy-v4-2.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-02,contracts,contracting,C-049,Memo authored by Tessa M. Colvin (Director of Provider Contracting),Tessa M. Colvin,crmc-ambulatory-site-map.xlsx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-02,contracts,contracting,C-058,"Current draft identified as Redline v.6 dated June 23, 2025","June 23, 2025",crmc-ambulatory-site-map.xlsx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-02,contracts,contracting,C-062,Samantha Roth at Hawthorne referenced,Marcus Ybarra | Samantha Roth,escalation-request-email.eml | ybarra-risk-analysis-notes.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-03,contracts,contracting,C-006,Identifies all four deviations,Limitation of Liability Cap | Convenience Rights,meridian-it-governance-policy.docx | meridian-technology-contracting-playbook-v3-2.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-03,contracts,contracting,C-014,"Deviation 2 — Indemnity gap of $3,000,000 per incident","$3,000,000",caldwell-archer-risk-assessment-ca-ra-2025-0092.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-03,contracts,contracting,C-017,"Deviation 3 — Approved fallback (120 days' notice, up to 3 months wind-down fees = $1,149,999)","120 days | 3 months | $383,333 | $1,149,999",apex-negotiation-positions-summary.eml | caldwell-archer-risk-assessment-ca-ra-2025-0092.docx | contract-value-and-fee-schedule.xlsx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-03,contracts,contracting,C-029,Meridian patient PHI population (~2.4 million records),2.4 million,escalation-request-email.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-03,contracts,contracting,C-030,Illustrative breach scenario demonstrating cap exhaustion,"$2,000,000",apex-negotiation-positions-summary.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-03,contracts,contracting,C-038,Re-sourcing delay of 6–9 months risking non-compliance,9 months,caldwell-archer-risk-assessment-ca-ra-2025-0092.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-03,contracts,contracting,C-040,Business Sponsor (Priya Chandrasekar) supports proceeding with mitigants,Priya Chandrasekar,apex-negotiation-positions-summary.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-03,contracts,contracting,C-052,"Decision deadline driven by July 18, 2025 execution date","July 18, 2025",apex-negotiation-positions-summary.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-04,contracts,contracting,C-011,Approval Signatures section present,Approval Signatures,escalation-memo-template.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-04,contracts,contracting,C-014,TCV under vendor escalation formula stated as approximately $6.978M,4% | $6.978M,cirrostratum-vendor-proposal.docx | escalation-request-email.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-04,contracts,contracting,C-020,Term #2: Identifies vendor's 6-month fee liability cap (≈ $1.08M Year 1),6 months,ciso-risk-assessment-email.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-04,contracts,contracting,C-027,Term #3: References CISO's 14M employee records and PII/SSN data,14 million,ciso-risk-assessment-email.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-04,contracts,contracting,C-042,Commercial context: Switching to Altocloud delays go-live ~10 weeks and costs ~$340K more,$340K | 36 months,cirrostratum-vendor-proposal.docx | escalation-request-email.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-playbook-escalation/scenario-04,contracts,contracting,C-043,Commercial context: August 1 go-live critical for Q3 product launch,VP of Engineering,contract-comparison-summary.xlsx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-subsequent-turn-redline/scenario-01,contracts,contracting,C-008,§12 includes willful-misconduct carve-out,§12,draft-3-preparation-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-subsequent-turn-redline/scenario-01,contracts,contracting,C-017,"Draft 3 dated/targeted for December 16, 2025 circulation","December 16, 2025",draft-3-preparation-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-subsequent-turn-redline/scenario-01,contracts,contracting,C-040,Scope of services: 120 hours/year and 24 days/year caps,24 days,draft-3-preparation-instructions.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-subsequent-turn-redline/scenario-02,contracts,contracting,C-002,Inpatient acute care rate set to 121% of Medicare DRG in Exhibit A,Exhibit A | 121% | Medicare DRG,clarion-provider-agreement-turn-1.docx | email-01-suarez-to-tseng-initial-draft.eml | email-05-tseng-to-suarez-turn-3-preview.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-subsequent-turn-redline/scenario-02,contracts,contracting,C-041,"Deliverable dated October 15, 2025","October 15, 2025",email-04-lao-to-redmond-counsel-notes.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-subsequent-turn-redline/scenario-03,contracts,contracting,C-031,Exhibit B SLA credits consistent with Exhibit C,Exhibit B | SLA Credits | Exhibit C,email-thread-april-1-14.eml | implementation-sow-exhibit-a.docx,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-subsequent-turn-redline/scenario-03,contracts,contracting,C-043,Chronic Failure Trigger does not retain Customer's Turn 2 language ('3 of 12 months' without cure),Chronic Failure Trigger | Customer's Turn,email-thread-april-1-14.eml | instruction-email-pryor-to-associate.eml,reference_passes;corrupted_fails,,
contracts/commercial-vendor-customer/vendor-services-agreement-subsequent-turn-redline/scenario-03,contracts,contracting,C-046,"Implementation fee structure unchanged at $2,750,000 in three installments","$2,750,000 | 30% | 40%",email-thread-april-1-14.eml,reference_passes;corrupted_fails,,
